Amount,TransactionType,Location,Hour,Device,IsFraud
34251.19,Merchant Payment,Kolkata,22,Android,0
33857.18,Merchant Payment,Hyderabad,17,Android,0
38961.56,Send Money,Chennai,9,Android,0
31343.31,Merchant Payment,Chennai,16,Android,0
42412.56,Merchant Payment,Mumbai,20,Android,0
38177.48,Bill Payment,Bangalore,12,iOS,0
48734.04,Merchant Payment,Mumbai,1,iOS,0
13355.67,Merchant Payment,Kolkata,10,iOS,0
489.31,Send Money,Hyderabad,12,iOS,0
9528.51,Bill Payment,Bangalore,0,iOS,0
35113.62,Bill Payment,Bangalore,7,iOS,0
6762.81,Send Money,Delhi,14,iOS,0
48822.88,Merchant Payment,Delhi,14,Android,0
33793.83,Bill Payment,Kolkata,13,iOS,0
31706.29,Merchant Payment,Delhi,16,iOS,0
15144.08,Send Money,Delhi,4,iOS,1
5562.86,Send Money,Kolkata,7,iOS,0
814.98,Bill Payment,Kolkata,23,Android,0
6738.77,Merchant Payment,Bangalore,23,iOS,0
45734.17,Bill Payment,Kolkata,0,iOS,0
47730.89,Send Money,Delhi,6,Android,0
13609.05,Merchant Payment,Hyderabad,4,Android,0
39339.08,Bill Payment,Delhi,15,Android,0
11876.66,Bill Payment,Delhi,3,iOS,0
46105.78,Send Money,Mumbai,3,iOS,1
48457.99,Send Money,Chennai,1,iOS,0
27605.04,Send Money,Hyderabad,21,iOS,0
29076.17,Send Money,Kolkata,19,Android,0
38661.76,Bill Payment,Bangalore,4,iOS,0
4339.53,Bill Payment,Mumbai,7,Android,0
28647.35,Bill Payment,Kolkata,22,iOS,0
2227.28,Bill Payment,Kolkata,11,Android,0
5149.59,Send Money,Mumbai,8,Android,0
13813.95,Bill Payment,Bangalore,12,iOS,0
31557.56,Bill Payment,Bangalore,16,Android,0
13410.72,Send Money,Kolkata,8,iOS,0
22309.48,Merchant Payment,Hyderabad,17,iOS,0
49367.37,Bill Payment,Hyderabad,21,iOS,0
14729.74,Merchant Payment,Delhi,7,iOS,0
43708.14,Merchant Payment,Delhi,4,Android,1
13836.39,Send Money,Hyderabad,6,Android,0
28538.68,Merchant Payment,Kolkata,22,iOS,0
39617.16,Bill Payment,Chennai,10,iOS,0
46259.72,Bill Payment,Hyderabad,0,iOS,0
38301.91,Bill Payment,Kolkata,10,Android,0
649.43,Merchant Payment,Delhi,2,Android,0
12106.76,Merchant Payment,Kolkata,15,Android,0
9760.18,Merchant Payment,Hyderabad,18,Android,0
38180.92,Send Money,Mumbai,16,iOS,0
32619.24,Bill Payment,Bangalore,23,Android,0
34473.18,Send Money,Hyderabad,5,Android,0
28126.31,Bill Payment,Hyderabad,6,Android,0
29701.72,Send Money,Chennai,2,iOS,0
1095.94,Send Money,Chennai,22,Android,0
8236.34,Send Money,Delhi,12,iOS,0
27007.04,Send Money,Chennai,17,iOS,0
15135.75,Bill Payment,Delhi,18,iOS,0
1741.56,Merchant Payment,Chennai,11,Android,0
22868.61,Bill Payment,Bangalore,20,iOS,0
9788.68,Bill Payment,Delhi,19,iOS,0
43067.02,Bill Payment,Hyderabad,14,Android,0
18295.51,Send Money,Mumbai,15,Android,0
11891.88,Bill Payment,Delhi,1,Android,0
14784.16,Send Money,Bangalore,17,Android,0
3325.37,Merchant Payment,Hyderabad,6,iOS,0
29988.64,Merchant Payment,Bangalore,22,Android,0
482.51,Merchant Payment,Chennai,23,Android,0
43841.6,Bill Payment,Delhi,4,Android,0
13041.89,Merchant Payment,Chennai,8,iOS,0
15634.74,Merchant Payment,Hyderabad,10,Android,0
44221.58,Bill Payment,Delhi,19,iOS,0
9767.78,Bill Payment,Mumbai,1,Android,0
8633.1,Merchant Payment,Hyderabad,11,iOS,0
12962.65,Send Money,Chennai,1,Android,0
9378.67,Send Money,Delhi,0,Android,0
20169.36,Send Money,Chennai,4,Android,1
9732.14,Send Money,Bangalore,15,Android,0
28538.14,Bill Payment,Delhi,1,iOS,0
19111.83,Bill Payment,Chennai,6,Android,0
46612.85,Merchant Payment,Chennai,15,iOS,0
18031.8,Bill Payment,Chennai,18,iOS,0
11101.36,Merchant Payment,Bangalore,4,Android,0
25766.92,Send Money,Delhi,2,iOS,0
6348.31,Bill Payment,Bangalore,1,Android,0
22658.77,Merchant Payment,Chennai,16,Android,0
17678.84,Merchant Payment,Hyderabad,22,Android,0
42108.19,Send Money,Hyderabad,9,iOS,0
11790.32,Bill Payment,Delhi,4,iOS,0
34411.64,Send Money,Kolkata,5,iOS,0
10836.49,Bill Payment,Delhi,11,iOS,0
35007.44,Send Money,Delhi,6,Android,0
8076.94,Merchant Payment,Kolkata,18,Android,0
10121.54,Send Money,Chennai,11,iOS,0
20442.06,Send Money,Hyderabad,16,iOS,0
23906.27,Merchant Payment,Chennai,4,iOS,0
15164.22,Send Money,Chennai,15,iOS,0
18624.53,Send Money,Delhi,18,Android,0
11246.33,Merchant Payment,Kolkata,11,Android,0
23799.61,Bill Payment,Bangalore,15,Android,0
48891.87,Merchant Payment,Chennai,19,iOS,0
26476.95,Bill Payment,Kolkata,18,Android,0
45355.23,Bill Payment,Chennai,7,Android,0
42655.45,Send Money,Mumbai,13,iOS,0
7358.42,Bill Payment,Kolkata,20,Android,0
20859.83,Send Money,Chennai,1,Android,1
35777.85,Merchant Payment,Mumbai,2,Android,0
24762.94,Send Money,Delhi,11,Android,0
27993.34,Bill Payment,Kolkata,21,iOS,0
18304.61,Send Money,Hyderabad,8,Android,0
37018.16,Merchant Payment,Delhi,12,Android,0
49185.81,Send Money,Bangalore,12,Android,0
22430.03,Send Money,Kolkata,21,Android,0
48431.95,Merchant Payment,Bangalore,0,iOS,1
18419.82,Merchant Payment,Mumbai,10,iOS,0
40185.89,Merchant Payment,Mumbai,19,Android,0
44375.99,Bill Payment,Hyderabad,13,Android,0
5045.42,Send Money,Kolkata,1,Android,0
18429.68,Merchant Payment,Mumbai,14,Android,0
18015.3,Bill Payment,Chennai,12,Android,0
17488.49,Bill Payment,Mumbai,20,Android,0
27073.3,Send Money,Hyderabad,7,iOS,0
15714.42,Bill Payment,Mumbai,6,iOS,0
24654.11,Send Money,Chennai,12,Android,0
43213.93,Merchant Payment,Kolkata,23,iOS,1
44295.65,Merchant Payment,Mumbai,8,iOS,0
27771.24,Merchant Payment,Delhi,12,iOS,0
39816.43,Merchant Payment,Hyderabad,18,iOS,0
38924.73,Bill Payment,Chennai,20,iOS,0
15558.75,Send Money,Kolkata,7,iOS,0
45669.71,Bill Payment,Delhi,20,Android,0
5704.68,Merchant Payment,Delhi,13,iOS,0
28913.1,Bill Payment,Mumbai,10,Android,0
31336.96,Merchant Payment,Delhi,10,Android,1
16956.78,Send Money,Hyderabad,3,iOS,0
9865.52,Merchant Payment,Chennai,16,iOS,0
11944.54,Merchant Payment,Kolkata,5,iOS,0
26887.74,Merchant Payment,Delhi,21,Android,0
10221.82,Merchant Payment,Hyderabad,12,iOS,0
26349.0,Bill Payment,Kolkata,6,Android,0
42742.63,Merchant Payment,Bangalore,3,iOS,0
5046.21,Merchant Payment,Chennai,18,Android,0
25135.7,Bill Payment,Bangalore,23,iOS,0
23501.12,Bill Payment,Kolkata,9,iOS,0
466.08,Merchant Payment,Delhi,18,iOS,0
2136.12,Bill Payment,Hyderabad,9,Android,0
38845.2,Merchant Payment,Bangalore,2,iOS,0
40502.46,Bill Payment,Delhi,9,Android,0
44876.93,Merchant Payment,Kolkata,16,Android,0
38214.36,Bill Payment,Bangalore,0,Android,1
8500.99,Merchant Payment,Bangalore,16,Android,0
36674.19,Merchant Payment,Kolkata,8,iOS,0
13673.98,Send Money,Kolkata,20,iOS,0
39679.16,Send Money,Hyderabad,18,Android,0
598.78,Merchant Payment,Kolkata,2,iOS,0
39277.81,Merchant Payment,Delhi,23,iOS,0
20818.39,Send Money,Hyderabad,8,iOS,0
23189.92,Bill Payment,Kolkata,22,iOS,0
27500.62,Bill Payment,Kolkata,4,iOS,0
48573.02,Send Money,Kolkata,4,Android,1
11634.73,Send Money,Mumbai,23,iOS,0
17943.86,Send Money,Chennai,7,Android,0
40552.7,Bill Payment,Hyderabad,3,iOS,0
45926.26,Bill Payment,Chennai,0,Android,0
41462.29,Bill Payment,Kolkata,19,Android,0
26006.32,Send Money,Hyderabad,3,iOS,0
23258.62,Merchant Payment,Delhi,2,Android,0
32051.58,Merchant Payment,Delhi,11,iOS,0
39253.54,Send Money,Delhi,8,iOS,0
11574.69,Merchant Payment,Mumbai,20,Android,0
5972.65,Bill Payment,Chennai,0,iOS,0
19737.98,Merchant Payment,Kolkata,23,iOS,0
6187.8,Send Money,Bangalore,19,Android,0
9268.2,Send Money,Hyderabad,6,iOS,0
14716.26,Merchant Payment,Hyderabad,1,iOS,0
33732.23,Merchant Payment,Mumbai,13,Android,0
35274.18,Send Money,Delhi,4,iOS,0
17206.7,Send Money,Hyderabad,8,iOS,0
26536.46,Merchant Payment,Mumbai,16,iOS,0
20684.47,Send Money,Chennai,21,Android,0
21750.08,Send Money,Mumbai,9,iOS,0
29525.79,Bill Payment,Hyderabad,19,iOS,0
15179.26,Send Money,Delhi,3,iOS,0
47151.44,Send Money,Mumbai,0,iOS,0
21562.86,Bill Payment,Chennai,19,iOS,0
16750.16,Send Money,Mumbai,22,iOS,0
47129.86,Send Money,Delhi,2,iOS,1
3110.71,Send Money,Delhi,16,iOS,0
49925.3,Bill Payment,Hyderabad,18,iOS,0
9845.88,Merchant Payment,Hyderabad,2,iOS,0
11374.3,Merchant Payment,Mumbai,3,Android,0
48507.3,Send Money,Bangalore,2,Android,0
17995.97,Bill Payment,Hyderabad,5,Android,0
20943.34,Merchant Payment,Mumbai,3,Android,0
35614.79,Merchant Payment,Chennai,18,iOS,0
24862.36,Merchant Payment,Chennai,10,Android,0
9595.22,Bill Payment,Mumbai,7,iOS,0
40905.29,Merchant Payment,Chennai,22,iOS,0
40573.75,Send Money,Delhi,1,iOS,0
31778.3,Merchant Payment,Hyderabad,20,iOS,0
34015.29,Bill Payment,Chennai,9,iOS,0
25133.82,Send Money,Chennai,21,Android,0
11550.27,Bill Payment,Delhi,18,Android,0
17876.16,Bill Payment,Chennai,16,Android,0
34653.34,Send Money,Delhi,16,Android,0
30763.82,Merchant Payment,Delhi,1,iOS,0
47872.57,Send Money,Kolkata,13,Android,1
45306.94,Send Money,Kolkata,13,Android,0
1117.25,Bill Payment,Hyderabad,1,Android,0
36303.46,Bill Payment,Hyderabad,3,Android,0
9330.27,Bill Payment,Kolkata,10,Android,0
11784.97,Bill Payment,Chennai,8,Android,0
12705.71,Merchant Payment,Kolkata,20,iOS,0
31543.47,Merchant Payment,Bangalore,0,Android,0
4020.85,Bill Payment,Bangalore,9,iOS,0
13383.43,Bill Payment,Mumbai,2,iOS,0
19849.06,Send Money,Mumbai,20,iOS,0
21498.52,Send Money,Chennai,18,Android,0
12031.86,Send Money,Hyderabad,11,Android,0
45990.39,Merchant Payment,Bangalore,21,iOS,0
34479.76,Merchant Payment,Hyderabad,20,iOS,0
7842.64,Bill Payment,Hyderabad,19,iOS,0
37515.67,Merchant Payment,Hyderabad,14,Android,0
5673.67,Send Money,Delhi,10,iOS,0
43489.07,Bill Payment,Hyderabad,7,iOS,0
17822.09,Send Money,Chennai,8,Android,0
31418.3,Merchant Payment,Bangalore,7,Android,0
20638.44,Bill Payment,Kolkata,7,Android,0
36571.1,Merchant Payment,Mumbai,17,Android,0
28818.49,Merchant Payment,Chennai,11,iOS,0
22153.54,Send Money,Delhi,0,Android,1
22269.13,Bill Payment,Delhi,12,Android,0
29116.55,Bill Payment,Chennai,10,Android,0
23379.0,Merchant Payment,Delhi,1,iOS,0
34468.6,Bill Payment,Mumbai,12,iOS,0
7753.91,Send Money,Bangalore,19,Android,0
41571.53,Bill Payment,Bangalore,19,iOS,0
47046.12,Send Money,Mumbai,19,iOS,0
32942.48,Merchant Payment,Delhi,18,iOS,0
30879.08,Bill Payment,Delhi,12,Android,0
19735.39,Bill Payment,Bangalore,7,Android,0
41543.75,Merchant Payment,Delhi,15,iOS,0
33870.67,Merchant Payment,Delhi,15,iOS,0
1299.87,Send Money,Hyderabad,0,Android,1
9405.59,Send Money,Chennai,9,iOS,0
18834.56,Bill Payment,Kolkata,22,iOS,0
45113.89,Bill Payment,Chennai,9,iOS,0
26414.45,Bill Payment,Delhi,9,Android,0
1742.6,Send Money,Chennai,17,Android,0
29784.25,Send Money,Hyderabad,4,Android,0
16232.1,Merchant Payment,Bangalore,22,iOS,0
20693.89,Merchant Payment,Mumbai,15,iOS,0
45831.37,Merchant Payment,Hyderabad,10,Android,0
38670.94,Bill Payment,Mumbai,1,iOS,0
6509.19,Merchant Payment,Delhi,1,Android,0
47718.84,Send Money,Bangalore,14,Android,0
19803.48,Bill Payment,Delhi,22,iOS,0
29270.52,Merchant Payment,Delhi,14,Android,0
5560.04,Send Money,Chennai,13,Android,0
39676.57,Merchant Payment,Kolkata,10,Android,0
17424.1,Merchant Payment,Kolkata,2,iOS,0
16709.5,Merchant Payment,Kolkata,12,iOS,0
10146.12,Merchant Payment,Mumbai,6,iOS,0
16477.05,Bill Payment,Hyderabad,17,Android,0
32372.56,Merchant Payment,Chennai,17,Android,0
34986.72,Bill Payment,Hyderabad,19,iOS,0
45795.94,Bill Payment,Chennai,19,iOS,0
7867.22,Send Money,Mumbai,7,iOS,0
22859.0,Bill Payment,Bangalore,2,Android,0
43175.05,Merchant Payment,Mumbai,13,Android,0
15570.04,Send Money,Mumbai,4,iOS,0
15659.63,Merchant Payment,Kolkata,3,iOS,0
21575.43,Merchant Payment,Kolkata,5,Android,0
41983.29,Send Money,Chennai,13,iOS,0
48707.09,Send Money,Mumbai,0,Android,0
40142.33,Send Money,Chennai,5,iOS,1
19140.98,Merchant Payment,Bangalore,9,iOS,0
17323.33,Merchant Payment,Chennai,15,Android,0
43596.91,Merchant Payment,Chennai,19,Android,0
4152.6,Send Money,Hyderabad,3,Android,0
4826.49,Bill Payment,Bangalore,9,iOS,0
36662.4,Send Money,Delhi,1,iOS,0
18124.4,Send Money,Delhi,15,Android,0
354.87,Bill Payment,Hyderabad,2,iOS,0
42859.72,Merchant Payment,Kolkata,0,iOS,0
9921.54,Merchant Payment,Chennai,20,iOS,0
45056.58,Bill Payment,Kolkata,17,iOS,0
31360.24,Merchant Payment,Mumbai,12,Android,0
4979.3,Send Money,Mumbai,23,Android,0
13535.59,Bill Payment,Kolkata,16,Android,0
16069.34,Merchant Payment,Mumbai,6,iOS,0
744.78,Bill Payment,Bangalore,12,iOS,0
4903.29,Send Money,Chennai,3,Android,0
3443.9,Send Money,Hyderabad,12,iOS,0
36027.16,Bill Payment,Bangalore,15,Android,0
28563.48,Send Money,Mumbai,14,Android,0
34361.37,Send Money,Delhi,4,Android,1
26951.77,Merchant Payment,Chennai,15,iOS,0
37107.9,Bill Payment,Hyderabad,12,Android,0
37781.29,Send Money,Kolkata,18,iOS,0
20135.33,Send Money,Chennai,5,Android,0
16472.18,Send Money,Kolkata,14,Android,0
11248.73,Send Money,Bangalore,10,Android,0
10489.32,Merchant Payment,Delhi,23,Android,0
26371.42,Bill Payment,Delhi,12,iOS,0
19686.6,Bill Payment,Delhi,22,Android,0
29252.06,Merchant Payment,Kolkata,14,Android,0
22757.72,Bill Payment,Hyderabad,14,iOS,0
31664.92,Bill Payment,Kolkata,17,Android,0
28516.01,Send Money,Bangalore,15,iOS,1
11336.96,Bill Payment,Delhi,22,iOS,0
41699.25,Bill Payment,Mumbai,12,iOS,1
25246.04,Send Money,Chennai,19,iOS,0
21108.22,Bill Payment,Delhi,13,iOS,0
19690.52,Bill Payment,Hyderabad,6,iOS,0
35632.6,Merchant Payment,Hyderabad,9,Android,1
40647.51,Merchant Payment,Hyderabad,21,Android,0
31182.12,Send Money,Kolkata,6,Android,1
25074.7,Merchant Payment,Kolkata,21,iOS,0
35294.67,Send Money,Kolkata,21,iOS,0
29029.49,Merchant Payment,Bangalore,0,iOS,1
26053.22,Send Money,Kolkata,7,iOS,1
5277.38,Bill Payment,Delhi,11,iOS,0
11570.0,Merchant Payment,Bangalore,8,iOS,0
6471.83,Merchant Payment,Mumbai,20,Android,0
39667.97,Send Money,Hyderabad,1,Android,0
4035.16,Merchant Payment,Chennai,6,Android,0
24040.65,Send Money,Bangalore,15,iOS,0
27275.14,Bill Payment,Hyderabad,4,Android,0
15019.36,Send Money,Bangalore,21,iOS,0
44012.92,Bill Payment,Delhi,23,Android,0
11629.83,Bill Payment,Mumbai,15,Android,0
21231.74,Send Money,Bangalore,1,Android,1
20117.0,Bill Payment,Kolkata,11,Android,0
36108.5,Send Money,Bangalore,0,Android,0
29375.05,Bill Payment,Bangalore,7,Android,0
44766.22,Bill Payment,Kolkata,21,Android,0
37724.98,Merchant Payment,Hyderabad,15,Android,0
43562.81,Bill Payment,Delhi,2,iOS,0
30534.16,Send Money,Mumbai,14,Android,1
25395.13,Send Money,Hyderabad,17,Android,0
7752.28,Send Money,Delhi,3,iOS,0
36709.47,Send Money,Delhi,8,Android,0
45622.54,Merchant Payment,Chennai,2,Android,0
44778.5,Merchant Payment,Mumbai,5,iOS,0
40408.38,Send Money,Bangalore,10,Android,0
18746.77,Send Money,Bangalore,20,iOS,0
24337.76,Send Money,Hyderabad,15,Android,0
46035.74,Merchant Payment,Hyderabad,15,iOS,0
45610.13,Bill Payment,Delhi,16,iOS,0
6745.61,Bill Payment,Kolkata,9,iOS,0
25661.95,Bill Payment,Chennai,4,Android,1
37053.86,Bill Payment,Hyderabad,7,iOS,0
34986.44,Send Money,Hyderabad,2,iOS,0
15051.27,Send Money,Mumbai,17,iOS,0
41118.92,Send Money,Delhi,23,iOS,0
49865.85,Bill Payment,Hyderabad,9,Android,0
161.96,Send Money,Chennai,14,iOS,0
20201.44,Send Money,Bangalore,9,Android,0
13988.18,Send Money,Hyderabad,7,iOS,0
31619.49,Bill Payment,Bangalore,23,Android,0
41457.79,Send Money,Chennai,3,Android,1
40550.57,Bill Payment,Chennai,10,Android,0
49629.95,Bill Payment,Kolkata,14,Android,1
34252.74,Send Money,Chennai,15,Android,0
36626.75,Bill Payment,Chennai,15,Android,0
13283.4,Bill Payment,Kolkata,0,iOS,0
10028.37,Merchant Payment,Mumbai,8,iOS,0
1220.28,Send Money,Chennai,14,Android,0
17653.85,Send Money,Mumbai,4,Android,0
4754.19,Merchant Payment,Delhi,23,Android,0
19098.83,Bill Payment,Kolkata,10,iOS,0
41107.62,Send Money,Hyderabad,2,iOS,0
15719.81,Bill Payment,Delhi,2,iOS,0
47093.98,Send Money,Chennai,12,Android,1
24248.34,Merchant Payment,Kolkata,2,Android,0
34312.76,Bill Payment,Delhi,4,iOS,0
16863.53,Merchant Payment,Hyderabad,15,iOS,0
17450.12,Bill Payment,Delhi,8,Android,0
41214.84,Send Money,Mumbai,20,iOS,0
48032.17,Bill Payment,Delhi,18,iOS,0
19542.92,Merchant Payment,Chennai,8,Android,0
19994.43,Merchant Payment,Chennai,17,iOS,0
1180.81,Send Money,Mumbai,9,iOS,0
38785.25,Merchant Payment,Bangalore,12,Android,0
13068.95,Merchant Payment,Delhi,17,Android,0
45768.22,Send Money,Chennai,4,Android,1
43593.84,Send Money,Bangalore,21,iOS,0
26011.18,Merchant Payment,Hyderabad,6,iOS,0
48889.66,Bill Payment,Bangalore,22,iOS,0
35268.3,Merchant Payment,Chennai,8,iOS,0
38924.79,Bill Payment,Hyderabad,2,Android,0
24407.79,Merchant Payment,Delhi,7,Android,0
42052.33,Merchant Payment,Mumbai,20,Android,0
38887.46,Bill Payment,Mumbai,19,Android,0
20847.63,Bill Payment,Hyderabad,15,Android,0
17788.56,Send Money,Hyderabad,6,Android,0
37954.08,Bill Payment,Hyderabad,10,Android,0
10162.02,Bill Payment,Mumbai,13,iOS,0
5203.03,Send Money,Delhi,2,iOS,0
29374.37,Send Money,Delhi,18,iOS,0
25918.08,Send Money,Hyderabad,1,Android,0
42919.08,Merchant Payment,Chennai,12,Android,0
8642.08,Merchant Payment,Hyderabad,10,Android,0
37480.57,Bill Payment,Chennai,16,Android,0
49798.88,Bill Payment,Chennai,7,Android,0
43979.49,Merchant Payment,Chennai,9,Android,0
12590.71,Bill Payment,Bangalore,19,Android,0
28511.17,Merchant Payment,Hyderabad,16,Android,0
33144.19,Send Money,Kolkata,11,iOS,0
3124.98,Bill Payment,Kolkata,0,Android,0
31691.33,Merchant Payment,Mumbai,20,iOS,0
3714.9,Send Money,Bangalore,23,Android,0
44767.51,Bill Payment,Delhi,5,iOS,0
7501.72,Merchant Payment,Bangalore,21,iOS,0
39950.5,Merchant Payment,Kolkata,2,iOS,0
47103.83,Bill Payment,Hyderabad,22,iOS,0
14440.51,Merchant Payment,Bangalore,19,iOS,0
24989.89,Bill Payment,Kolkata,12,Android,0
37825.17,Send Money,Hyderabad,4,iOS,0
14035.76,Bill Payment,Kolkata,22,iOS,0
2317.09,Bill Payment,Hyderabad,13,Android,0
32732.13,Send Money,Bangalore,19,iOS,0
46148.02,Bill Payment,Kolkata,0,Android,0
28120.65,Bill Payment,Hyderabad,17,Android,0
22405.8,Bill Payment,Bangalore,23,iOS,0
30568.16,Bill Payment,Bangalore,12,Android,0
35648.61,Bill Payment,Hyderabad,12,iOS,0
4997.13,Merchant Payment,Chennai,2,Android,0
21014.27,Bill Payment,Delhi,14,iOS,0
38194.7,Merchant Payment,Chennai,18,Android,0
15412.69,Merchant Payment,Bangalore,0,iOS,0
4216.03,Send Money,Delhi,14,Android,0
32300.41,Send Money,Mumbai,16,Android,0
15111.37,Send Money,Kolkata,3,Android,0
41202.46,Bill Payment,Bangalore,11,Android,0
45057.46,Merchant Payment,Mumbai,4,Android,0
20190.37,Send Money,Kolkata,10,iOS,0
38114.77,Send Money,Hyderabad,6,Android,0
11317.43,Merchant Payment,Kolkata,6,Android,0
3308.46,Send Money,Chennai,11,Android,0
8916.78,Bill Payment,Kolkata,13,iOS,0
32963.29,Bill Payment,Hyderabad,16,iOS,0
7919.66,Bill Payment,Chennai,21,iOS,0
48850.04,Bill Payment,Kolkata,15,iOS,0
26136.12,Merchant Payment,Kolkata,1,Android,0
31886.68,Send Money,Delhi,19,Android,0
33608.4,Merchant Payment,Hyderabad,15,iOS,0
43130.49,Merchant Payment,Delhi,7,Android,0
7767.8,Bill Payment,Delhi,20,iOS,0
42714.44,Bill Payment,Mumbai,21,Android,0
40692.16,Bill Payment,Bangalore,3,Android,0
31391.51,Bill Payment,Hyderabad,19,Android,0
21961.36,Send Money,Hyderabad,22,iOS,0
7828.82,Bill Payment,Chennai,17,Android,0
7362.92,Merchant Payment,Kolkata,22,iOS,0
32489.03,Merchant Payment,Chennai,23,Android,1
19151.64,Send Money,Hyderabad,16,Android,0
5761.1,Send Money,Chennai,0,iOS,0
22824.55,Bill Payment,Mumbai,15,Android,0
44000.28,Send Money,Bangalore,11,iOS,1
48311.29,Bill Payment,Delhi,7,Android,0
19920.95,Bill Payment,Delhi,2,Android,1
10476.04,Bill Payment,Hyderabad,21,iOS,0
25598.21,Send Money,Mumbai,19,Android,0
39349.77,Bill Payment,Delhi,20,Android,0
22400.45,Bill Payment,Chennai,9,Android,0
26144.79,Merchant Payment,Hyderabad,9,iOS,0
3639.83,Bill Payment,Delhi,2,Android,0
9517.79,Bill Payment,Mumbai,4,Android,0
5626.82,Send Money,Chennai,21,iOS,0
40777.27,Bill Payment,Kolkata,8,Android,0
40859.01,Merchant Payment,Chennai,9,Android,0
28364.82,Send Money,Hyderabad,12,iOS,0
41475.12,Send Money,Hyderabad,8,Android,0
6541.4,Send Money,Hyderabad,19,iOS,0
38110.93,Bill Payment,Mumbai,4,iOS,0
27254.83,Bill Payment,Mumbai,16,iOS,0
42875.76,Send Money,Delhi,4,iOS,0
4664.05,Send Money,Kolkata,4,iOS,0
5918.33,Bill Payment,Chennai,13,Android,0
19084.87,Bill Payment,Kolkata,6,iOS,0
1010.73,Merchant Payment,Bangalore,23,iOS,0
33134.51,Send Money,Kolkata,12,Android,0
11846.24,Bill Payment,Delhi,16,Android,0
40044.15,Bill Payment,Bangalore,20,iOS,0
7216.64,Send Money,Bangalore,8,iOS,0
24960.4,Send Money,Hyderabad,0,iOS,0
20925.34,Merchant Payment,Kolkata,23,iOS,0
14506.96,Send Money,Chennai,15,Android,0
18559.21,Merchant Payment,Bangalore,14,Android,0
29505.45,Send Money,Mumbai,18,iOS,0
23368.52,Merchant Payment,Hyderabad,13,Android,0
26850.65,Merchant Payment,Mumbai,13,Android,0
12978.19,Merchant Payment,Chennai,9,iOS,0
7595.44,Send Money,Kolkata,22,Android,0
34954.06,Merchant Payment,Chennai,14,Android,0
13253.76,Merchant Payment,Bangalore,12,Android,0
45619.09,Merchant Payment,Kolkata,13,Android,0
9464.33,Merchant Payment,Bangalore,0,Android,0
27194.88,Send Money,Kolkata,23,Android,1
31945.12,Bill Payment,Mumbai,7,Android,0
23089.66,Merchant Payment,Hyderabad,21,iOS,1
24420.72,Send Money,Delhi,11,Android,0
18031.5,Merchant Payment,Kolkata,18,iOS,0
2463.11,Send Money,Chennai,4,iOS,0
42667.84,Send Money,Kolkata,21,iOS,0
28999.99,Send Money,Chennai,3,Android,0
29527.8,Merchant Payment,Hyderabad,10,iOS,0
16489.52,Merchant Payment,Kolkata,3,Android,0
3975.16,Bill Payment,Bangalore,17,iOS,0
33811.28,Send Money,Chennai,1,Android,1
12530.24,Merchant Payment,Kolkata,3,iOS,0
11765.97,Send Money,Chennai,7,iOS,0
25530.64,Bill Payment,Chennai,13,iOS,0
33936.2,Merchant Payment,Delhi,12,Android,0
11671.4,Send Money,Hyderabad,5,Android,0
23296.59,Bill Payment,Delhi,0,Android,0
17541.82,Send Money,Delhi,5,Android,1
15302.43,Bill Payment,Delhi,15,Android,0
28610.28,Merchant Payment,Bangalore,23,iOS,0
35668.71,Merchant Payment,Delhi,17,Android,0
16656.64,Merchant Payment,Bangalore,15,Android,0
30734.87,Merchant Payment,Delhi,3,iOS,0
29374.88,Send Money,Hyderabad,8,Android,0
45105.83,Bill Payment,Kolkata,14,iOS,0
29219.32,Send Money,Delhi,10,iOS,0
33833.48,Send Money,Chennai,23,iOS,1
13709.92,Merchant Payment,Hyderabad,7,iOS,0
35203.62,Bill Payment,Chennai,10,Android,0
3246.05,Merchant Payment,Hyderabad,22,Android,0
43753.96,Send Money,Mumbai,12,Android,0
8073.26,Bill Payment,Mumbai,10,iOS,0
11927.92,Bill Payment,Kolkata,3,iOS,0
27321.78,Merchant Payment,Chennai,13,Android,0
35872.31,Bill Payment,Hyderabad,3,iOS,0
37364.65,Send Money,Chennai,8,Android,0
18269.67,Send Money,Delhi,20,Android,0
13065.69,Merchant Payment,Hyderabad,3,Android,0
24603.27,Send Money,Kolkata,16,Android,0
17260.3,Bill Payment,Bangalore,16,iOS,0
13944.89,Bill Payment,Bangalore,11,iOS,0
24284.81,Merchant Payment,Mumbai,22,Android,0
15328.83,Merchant Payment,Hyderabad,14,iOS,0
16423.73,Send Money,Mumbai,4,iOS,0
25544.68,Bill Payment,Chennai,10,Android,0
15080.21,Merchant Payment,Delhi,5,iOS,0
6865.57,Merchant Payment,Kolkata,7,iOS,0
27975.67,Send Money,Kolkata,19,Android,0
29706.66,Send Money,Delhi,5,iOS,0
31984.38,Merchant Payment,Hyderabad,11,iOS,0
49661.54,Send Money,Bangalore,19,Android,0
38108.41,Send Money,Kolkata,5,iOS,0
43783.18,Bill Payment,Kolkata,21,Android,0
22109.97,Send Money,Bangalore,19,iOS,0
5174.42,Send Money,Chennai,4,iOS,0
34609.84,Merchant Payment,Delhi,12,iOS,1
8635.09,Send Money,Hyderabad,23,iOS,0
15127.72,Merchant Payment,Bangalore,23,Android,0
24361.12,Merchant Payment,Mumbai,14,iOS,0
